input_text,label
"[CONTEXT]

Disruptor from the Radiant said EARLIER: ""we wait""
Lifestealer from the Dire said EARLIER: ""thx""
Disruptor from the Radiant said EARLIER: ""we have patience from zhou""
Lifestealer from the Dire said EARLIER: ""we wont forget that""
Dark Willow from the Radiant said EARLIER: ""so how you guys doing?""
Lifestealer from the Dire said EARLIER: ""not good""

[GAME STATE]
At 3:03 the Radiant are even with the Dire in gold and the Radiant are even with the Dire in xp.

[LIFESTEALER'S STATUS]
Lifestealer has not killed any heroes yet. Lifestealer has not has been killed by any heroes yet.

[MESSAGE]
Lifestealer from the Dire NOW says: ""we were fucked at bc""",0
"[CONTEXT]

Disruptor from the Radiant said EARLIER: ""we wait""
Lifestealer from the Dire said EARLIER: ""thx""
Disruptor from the Radiant said EARLIER: ""we have patience from zhou""
Lifestealer from the Dire said EARLIER: ""we wont forget that""
Dark Willow from the Radiant said EARLIER: ""so how you guys doing?""
Lifestealer from the Dire said EARLIER: ""not good""
Lifestealer from the Dire said EARLIER: ""we were fucked at bc""

[GAME STATE]
At 3:03 the Radiant are even with the Dire in gold and the Radiant are even with the Dire in xp.

[DISRUPTOR'S STATUS]
Disruptor has not killed any heroes yet. Disruptor has not has been killed by any heroes yet.

[MESSAGE]
Disruptor from the Radiant NOW says: ""us too""",0
"[CONTEXT]

Disruptor from the Radiant said EARLIER: ""we wait""
Lifestealer from the Dire said EARLIER: ""thx""
Disruptor from the Radiant said EARLIER: ""we have patience from zhou""
Lifestealer from the Dire said EARLIER: ""we wont forget that""
Dark Willow from the Radiant said EARLIER: ""so how you guys doing?""
Lifestealer from the Dire said EARLIER: ""not good""
Lifestealer from the Dire said EARLIER: ""we were fucked at bc""
Disruptor from the Radiant said EARLIER: ""us too""

[GAME STATE]
At 3:03 the Radiant are even with the Dire in gold and the Radiant are even with the Dire in xp.

[MORPHLING'S STATUS]
Morphling has not killed any heroes yet. Morphling has not has been killed by any heroes yet.

[MESSAGE]
Morphling from the Radiant NOW says: ""WE GOT""",0
"[CONTEXT]

Disruptor from the Radiant said EARLIER: ""we wait""
Lifestealer from the Dire said EARLIER: ""thx""
Disruptor from the Radiant said EARLIER: ""we have patience from zhou""
Lifestealer from the Dire said EARLIER: ""we wont forget that""
Dark Willow from the Radiant said EARLIER: ""so how you guys doing?""
Lifestealer from the Dire said EARLIER: ""not good""
Lifestealer from the Dire said EARLIER: ""we were fucked at bc""
Disruptor from the Radiant said EARLIER: ""us too""
Morphling from the Radiant said EARLIER: ""WE GOT""

[GAME STATE]
At 3:03 the Radiant are even with the Dire in gold and the Radiant are even with the Dire in xp.

[LIFESTEALER'S STATUS]
Lifestealer has not killed any heroes yet. Lifestealer has not has been killed by any heroes yet.

[MESSAGE]
Lifestealer from the Dire NOW says: ""i took 20 mins for us""",0
"[CONTEXT]

Disruptor from the Radiant said EARLIER: ""we wait""
Lifestealer from the Dire said EARLIER: ""thx""
Disruptor from the Radiant said EARLIER: ""we have patience from zhou""
Lifestealer from the Dire said EARLIER: ""we wont forget that""
Dark Willow from the Radiant said EARLIER: ""so how you guys doing?""
Lifestealer from the Dire said EARLIER: ""not good""
Lifestealer from the Dire said EARLIER: ""we were fucked at bc""
Disruptor from the Radiant said EARLIER: ""us too""
Morphling from the Radiant said EARLIER: ""WE GOT""
Lifestealer from the Dire said EARLIER: ""i took 20 mins for us""

[GAME STATE]
At 3:03 the Radiant are even with the Dire in gold and the Radiant are even with the Dire in xp.

[MORPHLING'S STATUS]
Morphling has not killed any heroes yet. Morphling has not has been killed by any heroes yet.

[MESSAGE]
Morphling from the Radiant NOW says: ""top 1000""",0
"[CONTEXT]

Disruptor from the Radiant said EARLIER: ""we wait""
Lifestealer from the Dire said EARLIER: ""thx""
Disruptor from the Radiant said EARLIER: ""we have patience from zhou""
Lifestealer from the Dire said EARLIER: ""we wont forget that""
Dark Willow from the Radiant said EARLIER: ""so how you guys doing?""
Lifestealer from the Dire said EARLIER: ""not good""
Lifestealer from the Dire said EARLIER: ""we were fucked at bc""
Disruptor from the Radiant said EARLIER: ""us too""
Morphling from the Radiant said EARLIER: ""WE GOT""
Lifestealer from the Dire said EARLIER: ""i took 20 mins for us""
Morphling from the Radiant said EARLIER: ""top 1000""

[GAME STATE]
At 3:03 the Radiant are even with the Dire in gold and the Radiant are even with the Dire in xp.

[DISRUPTOR'S STATUS]
Disruptor has not killed any heroes yet. Disruptor has not has been killed by any heroes yet.

[MESSAGE]
Disruptor from the Radiant NOW says: ""faced 300 ranked guys""",0
"[CONTEXT]

Disruptor from the Radiant said EARLIER: ""we wait""
Lifestealer from the Dire said EARLIER: ""thx""
Disruptor from the Radiant said EARLIER: ""we have patience from zhou""
Lifestealer from the Dire said EARLIER: ""we wont forget that""
Dark Willow from the Radiant said EARLIER: ""so how you guys doing?""
Lifestealer from the Dire said EARLIER: ""not good""
Lifestealer from the Dire said EARLIER: ""we were fucked at bc""
Disruptor from the Radiant said EARLIER: ""us too""
Morphling from the Radiant said EARLIER: ""WE GOT""
Lifestealer from the Dire said EARLIER: ""i took 20 mins for us""
Morphling from the Radiant said EARLIER: ""top 1000""
Disruptor from the Radiant said EARLIER: ""faced 300 ranked guys""

[GAME STATE]
At 3:03 the Radiant are even with the Dire in gold and the Radiant are even with the Dire in xp.

[LIFESTEALER'S STATUS]
Lifestealer has not killed any heroes yet. Lifestealer has not has been killed by any heroes yet.

[MESSAGE]
Lifestealer from the Dire NOW says: "")""",0
"[CONTEXT]

Disruptor from the Radiant said EARLIER: ""we wait""
Lifestealer from the Dire said EARLIER: ""thx""
Disruptor from the Radiant said EARLIER: ""we have patience from zhou""
Lifestealer from the Dire said EARLIER: ""we wont forget that""
Dark Willow from the Radiant said EARLIER: ""so how you guys doing?""
Lifestealer from the Dire said EARLIER: ""not good""
Lifestealer from the Dire said EARLIER: ""we were fucked at bc""
Disruptor from the Radiant said EARLIER: ""us too""
Morphling from the Radiant said EARLIER: ""WE GOT""
Lifestealer from the Dire said EARLIER: ""i took 20 mins for us""
Morphling from the Radiant said EARLIER: ""top 1000""
Disruptor from the Radiant said EARLIER: ""faced 300 ranked guys""
Lifestealer from the Dire said EARLIER: "")""

[GAME STATE]
At 3:03 the Radiant are even with the Dire in gold and the Radiant are even with the Dire in xp.

[DARK WILLOW'S STATUS]
Dark Willow has not killed any heroes yet. Dark Willow has not has been killed by any heroes yet.

[MESSAGE]
Dark Willow from the Radiant NOW says: ""we met a team with twice the mmr""",0
"[CONTEXT]

Disruptor from the Radiant said EARLIER: ""we wait""
Lifestealer from the Dire said EARLIER: ""thx""
Disruptor from the Radiant said EARLIER: ""we have patience from zhou""
Lifestealer from the Dire said EARLIER: ""we wont forget that""
Dark Willow from the Radiant said EARLIER: ""so how you guys doing?""
Lifestealer from the Dire said EARLIER: ""not good""
Lifestealer from the Dire said EARLIER: ""we were fucked at bc""
Disruptor from the Radiant said EARLIER: ""us too""
Morphling from the Radiant said EARLIER: ""WE GOT""
Lifestealer from the Dire said EARLIER: ""i took 20 mins for us""
Morphling from the Radiant said EARLIER: ""top 1000""
Disruptor from the Radiant said EARLIER: ""faced 300 ranked guys""
Lifestealer from the Dire said EARLIER: "")""
Dark Willow from the Radiant said EARLIER: ""we met a team with twice the mmr""

[GAME STATE]
At 3:03 the Radiant are even with the Dire in gold and the Radiant are even with the Dire in xp.

[LIFESTEALER'S STATUS]
Lifestealer has not killed any heroes yet. Lifestealer has not has been killed by any heroes yet.

[MESSAGE]
Lifestealer from the Dire NOW says: ""same thing""",0
"[CONTEXT]

Disruptor from the Radiant said EARLIER: ""we wait""
Lifestealer from the Dire said EARLIER: ""thx""
Disruptor from the Radiant said EARLIER: ""we have patience from zhou""
Lifestealer from the Dire said EARLIER: ""we wont forget that""
Dark Willow from the Radiant said EARLIER: ""so how you guys doing?""
Lifestealer from the Dire said EARLIER: ""not good""
Lifestealer from the Dire said EARLIER: ""we were fucked at bc""
Disruptor from the Radiant said EARLIER: ""us too""
Morphling from the Radiant said EARLIER: ""WE GOT""
Lifestealer from the Dire said EARLIER: ""i took 20 mins for us""
Morphling from the Radiant said EARLIER: ""top 1000""
Disruptor from the Radiant said EARLIER: ""faced 300 ranked guys""
Lifestealer from the Dire said EARLIER: "")""
Dark Willow from the Radiant said EARLIER: ""we met a team with twice the mmr""
Lifestealer from the Dire said EARLIER: ""same thing""

[GAME STATE]
At 3:03 the Radiant are even with the Dire in gold and the Radiant are even with the Dire in xp.

[TUSK'S STATUS]
Tusk has not killed any heroes yet. Tusk has not has been killed by any heroes yet.

[MESSAGE]
Tusk from the Dire NOW says: ""slardar braindead :(""",1
"[CONTEXT]

Disruptor from the Radiant said EARLIER: ""we wait""
Lifestealer from the Dire said EARLIER: ""thx""
Disruptor from the Radiant said EARLIER: ""we have patience from zhou""
Lifestealer from the Dire said EARLIER: ""we wont forget that""
Dark Willow from the Radiant said EARLIER: ""so how you guys doing?""
Lifestealer from the Dire said EARLIER: ""not good""
Lifestealer from the Dire said EARLIER: ""we were fucked at bc""
Disruptor from the Radiant said EARLIER: ""us too""
Morphling from the Radiant said EARLIER: ""WE GOT""
Lifestealer from the Dire said EARLIER: ""i took 20 mins for us""
Morphling from the Radiant said EARLIER: ""top 1000""
Disruptor from the Radiant said EARLIER: ""faced 300 ranked guys""
Lifestealer from the Dire said EARLIER: "")""
Dark Willow from the Radiant said EARLIER: ""we met a team with twice the mmr""
Lifestealer from the Dire said EARLIER: ""same thing""
Tusk from the Dire said EARLIER: ""slardar braindead :(""

[GAME STATE]
At 3:03 the Radiant are even with the Dire in gold and the Radiant are even with the Dire in xp.

[MORPHLING'S STATUS]
Morphling has not killed any heroes yet. Morphling has not has been killed by any heroes yet.

[MESSAGE]
Morphling from the Radiant NOW says: ""AVERAGE IN ENEMY TEAM""",0
"[CONTEXT]

Disruptor from the Radiant said EARLIER: ""we wait""
Lifestealer from the Dire said EARLIER: ""thx""
Disruptor from the Radiant said EARLIER: ""we have patience from zhou""
Lifestealer from the Dire said EARLIER: ""we wont forget that""
Dark Willow from the Radiant said EARLIER: ""so how you guys doing?""
Lifestealer from the Dire said EARLIER: ""not good""
Lifestealer from the Dire said EARLIER: ""we were fucked at bc""
Disruptor from the Radiant said EARLIER: ""us too""
Morphling from the Radiant said EARLIER: ""WE GOT""
Lifestealer from the Dire said EARLIER: ""i took 20 mins for us""
Morphling from the Radiant said EARLIER: ""top 1000""
Disruptor from the Radiant said EARLIER: ""faced 300 ranked guys""
Lifestealer from the Dire said EARLIER: "")""
Dark Willow from the Radiant said EARLIER: ""we met a team with twice the mmr""
Lifestealer from the Dire said EARLIER: ""same thing""
Tusk from the Dire said EARLIER: ""slardar braindead :(""
Morphling from the Radiant said EARLIER: ""AVERAGE IN ENEMY TEAM""

[GAME STATE]
At 3:03 the Radiant are even with the Dire in gold and the Radiant are even with the Dire in xp.

[MORPHLING'S STATUS]
Morphling has not killed any heroes yet. Morphling has not has been killed by any heroes yet.

[MESSAGE]
Morphling from the Radiant NOW says: ""XD""",0
"[CONTEXT]

Disruptor from the Radiant said EARLIER: ""we wait""
Lifestealer from the Dire said EARLIER: ""thx""
Disruptor from the Radiant said EARLIER: ""we have patience from zhou""
Lifestealer from the Dire said EARLIER: ""we wont forget that""
Dark Willow from the Radiant said EARLIER: ""so how you guys doing?""
Lifestealer from the Dire said EARLIER: ""not good""
Lifestealer from the Dire said EARLIER: ""we were fucked at bc""
Disruptor from the Radiant said EARLIER: ""us too""
Morphling from the Radiant said EARLIER: ""WE GOT""
Lifestealer from the Dire said EARLIER: ""i took 20 mins for us""
Morphling from the Radiant said EARLIER: ""top 1000""
Disruptor from the Radiant said EARLIER: ""faced 300 ranked guys""
Lifestealer from the Dire said EARLIER: "")""
Dark Willow from the Radiant said EARLIER: ""we met a team with twice the mmr""
Lifestealer from the Dire said EARLIER: ""same thing""
Tusk from the Dire said EARLIER: ""slardar braindead :(""
Morphling from the Radiant said EARLIER: ""AVERAGE IN ENEMY TEAM""
Morphling from the Radiant said EARLIER: ""XD""

[GAME STATE]
At 3:03 the Radiant are even with the Dire in gold and the Radiant are even with the Dire in xp.

[TUSK'S STATUS]
Tusk has not killed any heroes yet. Tusk has not has been killed by any heroes yet.

[MESSAGE]
Tusk from the Dire NOW says: ""last dota game""",0
"[CONTEXT]

Disruptor from the Radiant said EARLIER: ""we wait""
Lifestealer from the Dire said EARLIER: ""thx""
Disruptor from the Radiant said EARLIER: ""we have patience from zhou""
Lifestealer from the Dire said EARLIER: ""we wont forget that""
Dark Willow from the Radiant said EARLIER: ""so how you guys doing?""
Lifestealer from the Dire said EARLIER: ""not good""
Lifestealer from the Dire said EARLIER: ""we were fucked at bc""
Disruptor from the Radiant said EARLIER: ""us too""
Morphling from the Radiant said EARLIER: ""WE GOT""
Lifestealer from the Dire said EARLIER: ""i took 20 mins for us""
Morphling from the Radiant said EARLIER: ""top 1000""
Disruptor from the Radiant said EARLIER: ""faced 300 ranked guys""
Lifestealer from the Dire said EARLIER: "")""
Dark Willow from the Radiant said EARLIER: ""we met a team with twice the mmr""
Lifestealer from the Dire said EARLIER: ""same thing""
Tusk from the Dire said EARLIER: ""slardar braindead :(""
Morphling from the Radiant said EARLIER: ""AVERAGE IN ENEMY TEAM""
Morphling from the Radiant said EARLIER: ""XD""
Tusk from the Dire said EARLIER: ""last dota game""

[GAME STATE]
At 3:03 the Radiant are even with the Dire in gold and the Radiant are even with the Dire in xp.

[TUSK'S STATUS]
Tusk has not killed any heroes yet. Tusk has not has been killed by any heroes yet.

[MESSAGE]
Tusk from the Dire NOW says: ""let us win pls""",0
"[CONTEXT]

Disruptor from the Radiant said EARLIER: ""we wait""
Lifestealer from the Dire said EARLIER: ""thx""
Disruptor from the Radiant said EARLIER: ""we have patience from zhou""
Lifestealer from the Dire said EARLIER: ""we wont forget that""
Dark Willow from the Radiant said EARLIER: ""so how you guys doing?""
Lifestealer from the Dire said EARLIER: ""not good""
Lifestealer from the Dire said EARLIER: ""we were fucked at bc""
Disruptor from the Radiant said EARLIER: ""us too""
Morphling from the Radiant said EARLIER: ""WE GOT""
Lifestealer from the Dire said EARLIER: ""i took 20 mins for us""
Morphling from the Radiant said EARLIER: ""top 1000""
Disruptor from the Radiant said EARLIER: ""faced 300 ranked guys""
Lifestealer from the Dire said EARLIER: "")""
Dark Willow from the Radiant said EARLIER: ""we met a team with twice the mmr""
Lifestealer from the Dire said EARLIER: ""same thing""
Tusk from the Dire said EARLIER: ""slardar braindead :(""
Morphling from the Radiant said EARLIER: ""AVERAGE IN ENEMY TEAM""
Morphling from the Radiant said EARLIER: ""XD""
Tusk from the Dire said EARLIER: ""last dota game""
Tusk from the Dire said EARLIER: ""let us win pls""

[GAME STATE]
At 3:03 the Radiant are even with the Dire in gold and the Radiant are even with the Dire in xp.

[DISRUPTOR'S STATUS]
Disruptor has not killed any heroes yet. Disruptor has not has been killed by any heroes yet.

[MESSAGE]
Disruptor from the Radiant NOW says: "":(""",0
"[CONTEXT]

Disruptor from the Radiant said EARLIER: ""we wait""
Lifestealer from the Dire said EARLIER: ""thx""
Disruptor from the Radiant said EARLIER: ""we have patience from zhou""
Lifestealer from the Dire said EARLIER: ""we wont forget that""
Dark Willow from the Radiant said EARLIER: ""so how you guys doing?""
Lifestealer from the Dire said EARLIER: ""not good""
Lifestealer from the Dire said EARLIER: ""we were fucked at bc""
Disruptor from the Radiant said EARLIER: ""us too""
Morphling from the Radiant said EARLIER: ""WE GOT""
Lifestealer from the Dire said EARLIER: ""i took 20 mins for us""
Morphling from the Radiant said EARLIER: ""top 1000""
Disruptor from the Radiant said EARLIER: ""faced 300 ranked guys""
Lifestealer from the Dire said EARLIER: "")""
Dark Willow from the Radiant said EARLIER: ""we met a team with twice the mmr""
Lifestealer from the Dire said EARLIER: ""same thing""
Tusk from the Dire said EARLIER: ""slardar braindead :(""
Morphling from the Radiant said EARLIER: ""AVERAGE IN ENEMY TEAM""
Morphling from the Radiant said EARLIER: ""XD""
Tusk from the Dire said EARLIER: ""last dota game""
Tusk from the Dire said EARLIER: ""let us win pls""
Disruptor from the Radiant said EARLIER: "":(""

[GAME STATE]
At 3:03 the Radiant are even with the Dire in gold and the Radiant are even with the Dire in xp.

[MORPHLING'S STATUS]
Morphling has not killed any heroes yet. Morphling has not has been killed by any heroes yet.

[MESSAGE]
Morphling from the Radiant NOW says: ""Im dying let us win too""",0
"[CONTEXT]

Disruptor from the Radiant said EARLIER: ""we wait""
Lifestealer from the Dire said EARLIER: ""thx""
Disruptor from the Radiant said EARLIER: ""we have patience from zhou""
Lifestealer from the Dire said EARLIER: ""we wont forget that""
Dark Willow from the Radiant said EARLIER: ""so how you guys doing?""
Lifestealer from the Dire said EARLIER: ""not good""
Lifestealer from the Dire said EARLIER: ""we were fucked at bc""
Disruptor from the Radiant said EARLIER: ""us too""
Morphling from the Radiant said EARLIER: ""WE GOT""
Lifestealer from the Dire said EARLIER: ""i took 20 mins for us""
Morphling from the Radiant said EARLIER: ""top 1000""
Disruptor from the Radiant said EARLIER: ""faced 300 ranked guys""
Lifestealer from the Dire said EARLIER: "")""
Dark Willow from the Radiant said EARLIER: ""we met a team with twice the mmr""
Lifestealer from the Dire said EARLIER: ""same thing""
Tusk from the Dire said EARLIER: ""slardar braindead :(""
Morphling from the Radiant said EARLIER: ""AVERAGE IN ENEMY TEAM""
Morphling from the Radiant said EARLIER: ""XD""
Tusk from the Dire said EARLIER: ""last dota game""
Tusk from the Dire said EARLIER: ""let us win pls""
Disruptor from the Radiant said EARLIER: "":(""
Morphling from the Radiant said EARLIER: ""Im dying let us win too""

[GAME STATE]
At 3:03 the Radiant are even with the Dire in gold and the Radiant are even with the Dire in xp.

[LYCAN'S STATUS]
Lycan has not killed any heroes yet. Lycan has not has been killed by any heroes yet.

[MESSAGE]
Lycan from the Radiant NOW says: ""Charity dota""",0
"[CONTEXT]

Disruptor from the Radiant said EARLIER: ""we wait""
Lifestealer from the Dire said EARLIER: ""thx""
Disruptor from the Radiant said EARLIER: ""we have patience from zhou""
Lifestealer from the Dire said EARLIER: ""we wont forget that""
Dark Willow from the Radiant said EARLIER: ""so how you guys doing?""
Lifestealer from the Dire said EARLIER: ""not good""
Lifestealer from the Dire said EARLIER: ""we were fucked at bc""
Disruptor from the Radiant said EARLIER: ""us too""
Morphling from the Radiant said EARLIER: ""WE GOT""
Lifestealer from the Dire said EARLIER: ""i took 20 mins for us""
Morphling from the Radiant said EARLIER: ""top 1000""
Disruptor from the Radiant said EARLIER: ""faced 300 ranked guys""
Lifestealer from the Dire said EARLIER: "")""
Dark Willow from the Radiant said EARLIER: ""we met a team with twice the mmr""
Lifestealer from the Dire said EARLIER: ""same thing""
Tusk from the Dire said EARLIER: ""slardar braindead :(""
Morphling from the Radiant said EARLIER: ""AVERAGE IN ENEMY TEAM""
Morphling from the Radiant said EARLIER: ""XD""
Tusk from the Dire said EARLIER: ""last dota game""
Tusk from the Dire said EARLIER: ""let us win pls""
Disruptor from the Radiant said EARLIER: "":(""
Morphling from the Radiant said EARLIER: ""Im dying let us win too""
Lycan from the Radiant said EARLIER: ""Charity dota""

[GAME STATE]
At 3:03 the Radiant are even with the Dire in gold and the Radiant are even with the Dire in xp.

[LYCAN'S STATUS]
Lycan has not killed any heroes yet. Lycan has not has been killed by any heroes yet.

[MESSAGE]
Lycan from the Radiant NOW says: ""plz gief winb""",0
"[CONTEXT]

Disruptor from the Radiant said EARLIER: ""we wait""
Lifestealer from the Dire said EARLIER: ""thx""
Disruptor from the Radiant said EARLIER: ""we have patience from zhou""
Lifestealer from the Dire said EARLIER: ""we wont forget that""
Dark Willow from the Radiant said EARLIER: ""so how you guys doing?""
Lifestealer from the Dire said EARLIER: ""not good""
Lifestealer from the Dire said EARLIER: ""we were fucked at bc""
Disruptor from the Radiant said EARLIER: ""us too""
Morphling from the Radiant said EARLIER: ""WE GOT""
Lifestealer from the Dire said EARLIER: ""i took 20 mins for us""
Morphling from the Radiant said EARLIER: ""top 1000""
Disruptor from the Radiant said EARLIER: ""faced 300 ranked guys""
Lifestealer from the Dire said EARLIER: "")""
Dark Willow from the Radiant said EARLIER: ""we met a team with twice the mmr""
Lifestealer from the Dire said EARLIER: ""same thing""
Tusk from the Dire said EARLIER: ""slardar braindead :(""
Morphling from the Radiant said EARLIER: ""AVERAGE IN ENEMY TEAM""
Morphling from the Radiant said EARLIER: ""XD""
Tusk from the Dire said EARLIER: ""last dota game""
Tusk from the Dire said EARLIER: ""let us win pls""
Disruptor from the Radiant said EARLIER: "":(""
Morphling from the Radiant said EARLIER: ""Im dying let us win too""
Lycan from the Radiant said EARLIER: ""Charity dota""
Lycan from the Radiant said EARLIER: ""plz gief winb""

[GAME STATE]
At 3:03 the Radiant are even with the Dire in gold and the Radiant are even with the Dire in xp.

[TUSK'S STATUS]
Tusk has not killed any heroes yet. Tusk has not has been killed by any heroes yet.

[MESSAGE]
Tusk from the Dire NOW says: ""hell nah""",0
"[CONTEXT]

Disruptor from the Radiant said EARLIER: ""we wait""
Lifestealer from the Dire said EARLIER: ""thx""
Disruptor from the Radiant said EARLIER: ""we have patience from zhou""
Lifestealer from the Dire said EARLIER: ""we wont forget that""
Dark Willow from the Radiant said EARLIER: ""so how you guys doing?""
Lifestealer from the Dire said EARLIER: ""not good""
Lifestealer from the Dire said EARLIER: ""we were fucked at bc""
Disruptor from the Radiant said EARLIER: ""us too""
Morphling from the Radiant said EARLIER: ""WE GOT""
Lifestealer from the Dire said EARLIER: ""i took 20 mins for us""
Morphling from the Radiant said EARLIER: ""top 1000""
Disruptor from the Radiant said EARLIER: ""faced 300 ranked guys""
Lifestealer from the Dire said EARLIER: "")""
Dark Willow from the Radiant said EARLIER: ""we met a team with twice the mmr""
Lifestealer from the Dire said EARLIER: ""same thing""
Tusk from the Dire said EARLIER: ""slardar braindead :(""
Morphling from the Radiant said EARLIER: ""AVERAGE IN ENEMY TEAM""
Morphling from the Radiant said EARLIER: ""XD""
Tusk from the Dire said EARLIER: ""last dota game""
Tusk from the Dire said EARLIER: ""let us win pls""
Disruptor from the Radiant said EARLIER: "":(""
Morphling from the Radiant said EARLIER: ""Im dying let us win too""
Lycan from the Radiant said EARLIER: ""Charity dota""
Lycan from the Radiant said EARLIER: ""plz gief winb""
Tusk from the Dire said EARLIER: ""hell nah""

[GAME STATE]
At 3:03 the Radiant are even with the Dire in gold and the Radiant are even with the Dire in xp.

[KUNKKA'S STATUS]
Kunkka has not killed any heroes yet. Kunkka has not has been killed by any heroes yet.

[MESSAGE]
Kunkka from the Radiant NOW says: ""we let you win next game, if you let us win this one""",0
